at,userName,content,score
2021-11-29 8:30:05,Kuo Kuat,Isi ID raferal {@M.A.S.T.E.R.K.U} saat awal daftar untuk mendapatkan komisi level nya dan dapat bonus lain nya Jangan lupa verifikasi diri.lakukan deposit awal dan lakukan perdagangan pertamamu.aplikasi ini sangat benar recommended buat kalian semua.karena sudah terdaftar di bappepti dan ojk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3
2021-11-29 7:56:22,Ikbaal Haffid,"Kirim email ke custimer servis lama berhari hari dibalesnya cuman mau ganti gauth aja karena hp yang dulu hilang, maaf ya kasih bintang 1",1
2021-11-29 7:52:29,Hambali Banten,Mantap,5
2021-11-29 7:02:18,Amoroso Aaa,"mantap , apl y mudah dan seru buat investasi.",5
2021-11-29 6:34:23,Sesuatu Unik,Maybe be you can make this apps in landscape mode,4
2021-11-29 5:46:44,furqon adib,Bagus tapi koin kecil jarang di sini,5
2021-11-29 5:39:03,Lukas simanjuntak Mula arta,"Aplikasi nya bagus , mohon untuk token krypto lainnya ditambah agar lebih banyak lagi, dan untuk WD mohon juga agar bisa dilakukan 24jam . Dan tambahin fitu² lainnya. trimakasih",4
2021-11-29 5:29:50,rumi jhaa,"Sudah bagus sih,, kalo bisa tambahin aset cryptonya dong,, biar banyak pilihannya,,",3
2021-11-29 4:58:24,Erwin Syah,Sangat2 bagus,5
2021-11-29 4:47:26,Ook suhendar,( @ooksuhendar986 ),5
2021-11-29 4:26:45,Muhamad Rafli,Rugi nanem d sni Jual kena potongan Beli kena potongan🤣 taila,1
2021-11-29 4:21:58,Cuan Bro,"Ahh masa beli token PTU seharga 1,2jt skrng tinggal 900rebu 🥱🥱😌",1
2021-11-29 3:43:19,Adestta Adestta,Bagus aplikasi yang sangat membantu untuk per ekonomian sekarang .. good apk,5
2021-11-29 3:33:11,syahrul januar,"Pelayanan jelek, saya mau ganti nomor hp udah via email gak ada balasan. Minta otp ke telegram gak muncul otp nya. Makan tuh bintang 1",1
2021-11-29 3:07:37,Heru Setiawan,Oke mntp,5
2021-11-29 3:05:22,Jai Jai,Terbaik dan termudah dpahami terlebih bagi pemula,5
2021-11-29 3:02:08,Kusnan Irawanto,"Mohon UInya dibetulin, letak ""beli pintu"" dan pengumumannya tidak usah taruh disitu, jarang dibaca tp menghalangi watch list",2
2021-11-29 2:55:00,Suharsono T,eKTP saya dinyatakan kadaluwarsa sama aplikasi ini... nggak jadi verifikasi mending uninstall,1
2021-11-29 2:43:09,Andre Sumilat,Mantap,5
2021-11-29 2:35:03,jerry yanuar rizky,Harusnya dalam penarikan ada virtual account/ e-wallet,1
2021-11-29 2:30:24,Fahri Chanel,Mantap,5
2021-11-29 2:25:02,selvi oke,good,5
2021-11-29 2:22:39,Novi Aja,Mantab,5
2021-11-29 2:15:37,Shobirin Rien,Alhamdulillah...smg berkah,5
2021-11-29 2:11:13,Mang Manto,"Otp udh masuk ke email giliran di masukin invalid melulu, hadeeh",1
2021-11-29 1:55:23,K4 Shot,"Apaan njirrr,bikin rugi member sendiri, yang untung malah platform bybit, sebetul nya token ptu itu pun ya pintu atau pun ya bybit? Rugi banyakk!!!",1
2021-11-29 1:40:12,Intan Ayu Purnamasari,"@purintan14646 gunakan aplikasi aku ya teman biar dapat komisi pertamamu, goodluck...",5
2021-11-29 1:37:59,Ida Bagus Ugrasena Narendra,invicibletrading intheUniverse,5
2021-11-29 1:37:05,Aidan Haziq,Lumayan lah,4
2021-11-29 1:32:02,Suwandi 07,Platform ter ampas kyk taik gw. Hanya mementingkan untung. Tidak menjaga member. Nyesel gw download. Yg mw download mikir 1000x. Sering error dan slow respon.,1
2021-11-29 1:27:27,Ari Kusnadi,Coba dulu bos...,5
2021-11-29 0:25:30,Slamet Subagio,Tingkat kan ada perbarui,4
2021-11-28 23:52:00,wisnu yoga mahesa,Good,5
2021-11-28 23:38:34,Wahyu Hidayat,"Bagus buat pemula tapi sayang ga bisa masang strategi, jadi tidak tahun kapan harus melakukan pembelian",3
2021-11-28 23:36:38,Bilal Khalaf faith,Mau daftar tapi kirim OTP lewat emailnya telat mulu. Akhirnya gagal dong.,3
2021-11-28 23:15:50,eriza annam,Uninstal ajah kirim USDT gak bisa pakai TRC 20,1
2021-11-28 23:13:45,Mas dhi,"Min untuk penarikan tambahin e-wallet dong, biar yang ga punya rekening tetep bisa make aplikasi ini. Aplikasi sebelah juga bisa masa sini ngga.",2
2021-11-28 23:13:46,febrian pratama,Bisakah menambah deapcoin sebagai aset ?,5
2021-11-28 22:20:05,Everything MOBA,Terimakasih sudah banyak membantu 🙏,5
2021-11-28 21:57:59,Abd Rahman Aijhi Zais,"$PTU listing di apk sendiri malah lebih dulu di market lain giliran masuk pintu pengguna nya dijadikan tumbal, harga yang digadang gadang $0,25 eh pas listing lebih dari $1 , OP di harga rendah erorr pas masuk eh udah diatas harganya, terus dari awal listing penurunan harga ga ngotak ampe 50% lebih aset hilang, banyak yang rugi , bagaimana investor mau masuk , sedangkan fundamental tidak jelas naik 100 perak turunnya seribu. Mantap pintu the best pokonya",1
2021-11-28 21:51:22,Hary Coga,Aplikasi Lemot Parah... Ketika Harga Anjlok/Naik Susah Untuk Buy/Sell...,1
2021-11-28 19:27:21,Aldy Charisma,"Harga 1 coin dg harga estimasi dan harga final sangat jauh berbeda, perbedaan bisa mencapai 1-2% sangat tidak masuk akal. Bukannya untung malah makin buntung/rugi 👎",1
2021-11-28 19:07:38,Roberth,Saya ini pemula di Pintu. saya belum mengerti dengan baik. Adakah Tutorialnya ??,5
2021-11-28 18:49:15,Jfy 96,"Gimana cara main nya, bingung sendiri saya, gak ada yang bantu pula",3
2021-11-28 18:29:07,BU NA,Jngn coba tranding di PTU auto ajlok . Parah,1
2021-11-28 17:35:02,Satria Munanda,👍,4
2021-11-28 17:23:04,Reza Yeza,Ok,5
2021-11-28 17:12:14,Tofa Guppy Bandung,Mantap boskuu semoga semakin jata,5
2021-11-28 17:11:10,Poetra Ragiel,Simple....cepat...ntappp...,4
2021-11-28 16:48:31,Zudi Studio,Lanjutkan penipuan nya wkwkwk,1
2021-11-28 16:41:15,Rahma Waty,Referal @zetezenn179 mari cari keuntungan di pintu....,5
2021-11-28 16:40:37,Game girl kids,Baguuuuuuusssss,5
2021-11-28 15:58:50,Rifqi Adliansyah,"Sediakan versi web juga, sekalian tambahin tools untuk analisa teknikalnya",3
2021-11-28 15:53:48,Eka Prasetyo,Top app😀,5
2021-11-28 15:46:07,Tarsisius Bali Dason,Baik,5
2021-11-28 15:45:01,Mail Tbr,Bagus dan simple,5
2021-11-28 15:38:03,RdP official,"Nice responsif ,dan fitur menarik ,tampilan juga keren",4
2021-11-28 15:28:17,Hayani Gg,Upppp,1
2021-11-28 15:15:05,alwi hamdana,Oke lah,3
2021-11-28 15:11:52,romano,Tuan rumah tapi di opennya di bybit bukan di sini langsung,1
2021-11-28 14:50:19,Abdurrahman Kasman al,Aplikasi tidak bisa melihat aktifitas dan jumlah teman/referal,3
2021-11-28 14:32:14,Kas Wan,Caranya gimana kak tolong kak,2
2021-11-28 14:22:01,Donie Jack,Sangat mudah di mengerti buat pemula,5
2021-11-28 14:08:01,Azka Afarel,Sangat mudah jangan lupa join juga kawan biar sama2 untung @azkaafarel26666,1
2021-11-28 14:02:42,budi sumardi,Mantap banget,5
2021-11-28 13:54:08,Arya Setiawan,veripikasinya cpt ga lama kirainn nunggu 2/3 hr kerja buat yg baru donload PINTU masukin kede repral aku ya biar kita sama sama untung @lanim0285571 terimakasih,5
2021-11-28 13:32:01,Rizki Rahmawita,Bagus aplikasinya pkai refferal ini @oppo87150934 gk ada yg di rugikan kok..,4
2021-11-28 13:17:33,Rizka Hasan Azaria,Baru pertama belajar Bitcoin dan sejenisnya di Pintu. Semoga bisa dan Sukses selalu semuanya. @rizkahasan248,5
2021-11-28 13:12:11,osen vocok,Isi @kenny27. Bonus ayam geprek,4
2021-11-28 12:49:46,Yasep Permana,Mantaf..aplikasi yg luar biasa,5
2021-11-28 12:42:54,Sariwanto,"Kapok pake pintu. Sekarang baru tahu kenapa gak ada fitur hold. Biar ketika harga naik jualnya susah, server lola banget. Mau jual Ngulang2 puluhan kali (alasan harga udah berubah). Ujung2nya kejual harga rendah juga. Gak lagi lagilah pake pintu.",2
2021-11-28 12:22:12,Riadho Muslim,Sangat bagus,5
2021-11-28 12:20:10,EL Putra,Baru belajar,4
2021-11-28 12:18:42,Loro sa'e,✌✌✌,5
2021-11-28 12:18:35,Sartono Tono,Baru belajar,5
2021-11-28 12:15:50,Hendra Rukmana,Aplikasi mudah dan sangat bermanfaat,5
2021-11-28 12:14:50,Selamet Riadin,Top,4
2021-11-28 12:14:42,Amin Wahyudi,langsung bonus gunakan ref ini @amiinwahyudi893,5
2021-11-28 12:12:03,zay nudin,Semoga membantu,5
2021-11-28 12:08:18,Andri Alvin,Ok,5
2021-11-28 12:02:53,Arifin Doel,Mudah memakai ya,5
2021-11-28 11:48:58,Aldi Firman,Jjd,5
2021-11-28 11:46:47,AL Kasnek,Pintu ep ep masih buka,3
2021-11-28 11:41:08,Herman man,mantap,5
2021-11-28 11:34:14,M.ALI SYAHBANA,pengoprasian pitur2 aplikasinya mudah dan bagus.,5
2021-11-28 11:23:49,Naila Naila,Ok.. Bisa di tambah token- token micinya.. 😃😃👍👍,5
2021-11-28 11:19:40,Putra Iadi,"Gak bisa login pake akun lama, susah banget ngeselin udah pake google authenticator gak ada cara lain udah di atur automatic jam nya tapi tetep gagal terus, harusnya ada cara lain buat login, uang bisa melayang kalo gini.",1
2021-11-28 10:32:43,Rohmansyah Sh,Referal @jackrohman,5
2021-11-28 10:26:03,Risyandi Hikmah,Good,5
2021-11-28 10:14:17,Kamal Hidayat,Bagus dan simpel pencairanya cepet..cuman aga lemot,5
2021-11-28 9:55:35,Lely Kristiana,Menarik,4
2021-11-28 9:26:07,Wahyu Aji,Saran dari saya coba dong adain tarik saldo dengan akun wallet biar gampang gk ke bank dulu baru ke akun wallet,5
2021-11-28 9:06:08,Gandol kocok,Bagus,5
2021-11-28 8:44:01,BMTS official,Luar biasa,5
2021-11-28 8:04:30,Darmansyah Effendi,"Memang bagus aplikasi ini, katanya biaya pembelian 0 tetapi waktu beli dan jual jauh bedanya.kalo kita beli harganya lebih mahal waktu jual harga nya lebih murah,kalo saya liat sama aja kita di kenakan biaya pembelian dan penjualan.misalkan harga coin 2.909 harga beli 2.925 dan harga jual 2.897. perhatikan coin di market nya sebelum melakukan transaksi....",1
2021-11-28 7:59:49,Bass Q,Mohon di perbanyak jenis crypto/token agar Agar lebih banyak menarik peminat,4
2021-11-28 7:40:39,Wan Wan,Good,5
2021-11-28 7:40:10,Fajri Ramdani,💯,5
2021-11-28 7:37:44,Thear Atjeh,Dicoba dulu ya,3
2021-11-28 7:27:43,Ikhwan Andi Riantoni,Masih banyak app invest crypto yg lebih bagus dari pada app pintu.. thanks,1
2021-11-28 7:24:44,Ros Rosita,Like,4
2021-11-28 6:46:43,Lina Mariana,Bagus dan mudah,5
2021-11-28 6:42:39,adm shqll,Ok tp aplikasi berat suka loading dan maintinence,5
2021-11-28 6:11:08,rahmad,Wd nya susah,1
2021-11-28 5:39:11,Kaoem Rebahan,"Terimakasih pintu, karna sudah memberikan pelayanan yang baik. Dari proses register, bonus reward dan penarikan. Lancar jaya",5
2021-11-28 5:21:48,Danny Briantara,Pengoperasian mudah di mengerti dan sangat membantu menyimpan aset crypto dan mudah juga dalam melakukan transaksi,5
2021-11-28 4:53:36,DUNIA LESLAR,"Pintu rilis Token PTU langsung anjlok, + rilis duluan di Platform yg lain, para pengguna Pintu Kecewa",1
2021-11-28 4:49:50,Bayu Anggara,Mantap,5
2021-11-28 4:42:45,Aida 99,Tolong pelayanan nya dan respon nya di perbaiki... Saya tarik dana dari kemarin masih tertahan terus padahal Sy sudah balas email nya yg katanya dana tertahan karna nama bank artos di ganti bank jago Sy sudah perbaiki tapi gk ada respon dan saldo nya masih tertahan terus,5
2021-11-28 4:32:09,crosshair 4.5,bagus..,4
2021-11-28 4:26:48,Er Gun,Sejauh ini ok,5
2021-11-28 3:55:12,abdi prastyo,Super lelet cok,1
2021-11-28 3:51:41,jika kamu,Aplikasi pintu sangat rekomendasi sekali buat pemula yg ingin investasi di crypto soal nya tim pibtu selalu memberikan kejutan sebuah bonus,5
2021-11-28 3:39:19,Reni Nyempluk,"Pintu luar biasa download sekarang, tingkatkan kualitas aplikasi pintu, udah banyak bonus, dan potongan harga beli supaya dikurangi, sukses selalu pintu 👍",5
2021-11-28 3:38:11,Yuli Tjendra,Cepat trx nya,5
2021-11-28 3:30:27,supri poetra kecil,"Banyak hadiah nya ,, nih reff punya saya @cuancryptoindo biar dapat diskon ketika beli",5
2021-11-28 3:29:33,Niko Fauzi,"Beli PTU di 49rb pas launching terus selang berapa hari langsung anjlok ke 26rb, wkwk amsyong..",1
2021-11-28 3:16:02,Hello Siti,Tambahin USD bang rekomended banget ini pintu sumpah,5
2021-11-28 3:04:39,Fika Putriana Wulandari,Paling bagus untuk berinvestasi Saldo nambah teruss 😘 Jangan lupa masukan kode referral : 👉 @bursapintu 👉 Setiap kamu bertransaksi dapat komisi Cashback hingga 0.004% 😍 Langsung deh di kasih bintang 5 karena aplikasi ini yang terbaik 😘😘😘,5
2021-11-28 2:49:57,J 4,OK,5
2021-11-28 2:40:41,Acep Udin,"Aplikasinya bagus, tapi kadang Heng atau down, tolong di perbaiki lg servernya",4
2021-11-28 2:33:44,Sendy Oktriyadi,"Waduh selisih jual-Beli -+ 1%nan Masang 10jt selisih jual beli -+100k dan seterusnya, buat nyamain balik modal aja susah, ni buat saran aja, kalo buat nyari duit sehari hari jangan di sini brow, dah kabur aja dari pintu,",1
2021-11-28 2:17:03,REJOL,"Aplikasi yang recommended banget, mudah deposit dan withdraw nya. Keren banget",5
2021-11-28 1:46:05,jojo channel,Tolong chat syA di balas. SYa kehilangan goggle aut dan saya gak bisa masuk aplilasi pintu. Bisa tolong di arahkan. Sudh berkLi kli saya kirim email gk d bls,1
2021-11-28 1:29:19,Itwar Aji,Ok,5
2021-11-28 1:26:18,fredi priyono,Aplikasi bagus..apa lagi dtambah dengan fitur investmen/staking untuk masing2 coin pasti lebih bagus..,5
2021-11-28 1:13:34,Ade Irawan,Recomended buat invest jangka pendek dan panjang..thanks pintu,5
2021-11-28 0:59:15,Bisa Gitu,makasi airdrop nya😍,5
2021-11-28 0:50:34,Rengga AM,ngennnnn bagus tp,5
2021-11-27 23:57:18,Ahmad Susanto,"Bagus,sangat mudah",5
2021-11-27 23:30:01,hanung rohani_ QC23,Mantap,4
2021-11-27 23:06:00,AMIN ASAD,Ok,5
2021-11-27 22:49:49,al ayubi,Gampang pake apk ini terimakasih sih team pintu,5
2021-11-27 22:26:48,Adelia sweet 26,Bagus....dan menguntungkan 😍,5
2021-11-27 21:58:26,ray ipanmaulana,Bagus,5
2021-11-27 21:56:23,Mdza Al,Mantap,5
2021-11-27 21:45:27,Su yono,Transfer/ wd kalo bisa lebih cepat lagi,5
2021-11-27 20:28:36,Rais Padma,Salam Cuan 👍🏻,5
2021-11-27 19:49:50,Ijong Hias,Bagus,5
2021-11-27 19:49:12,Lis Am,Oke,5
2021-11-27 19:31:14,Fadila Putri,"Banyakin Event nya , aplikasi bagus legit",5
2021-11-27 18:53:10,WAWAN HR,Semoga PTU bisa di pertahankan minimal di harga pas pertama rilis. Banyak user yg serok tapi nyangkut di harga tinggi,3
2021-11-27 18:17:17,Reza kuy,Ayo PINTU Tunjukan Pesona Mu🤭,5
2021-11-27 18:16:46,Duit Rp,Goooddd,5
2021-11-27 18:03:21,Hermansyah Sahli,I love it..,5
2021-11-27 17:55:20,Abdilah Alkatiri,Manteb banget pokok nya,5
2021-11-27 17:50:13,Rama Diansyah,Kalau bisa lebih banyak lagi koinya biar banyak pilihan buat di trendingkan,5
2021-11-27 17:41:46,Sukses selalu,Nice! Semoga pintu menambahkan penarikan melalui ewallet dana dll,5
2021-11-27 17:35:26,Cino Cin,Bagus,5
2021-11-27 17:12:06,Bintang Tehknisi,Ribet amat,1
2021-11-27 17:05:23,Kelpin Anugra,Mohon bantuannya dari pihak pintu karena saya tidak bisa masuk ke akun saya karena nomor hp saya telah hilang dan saya tidak bisa menerima otp mohon bantuannya dari pihak pintu untuk melakukan Menganti nomor hp yang baru,5
2021-11-27 17:00:58,Cupang Bripay,Semoga sukses slalu.,5
2021-11-27 16:40:25,Riedwan wilis,kenapa setiap mau depo antar bank semua VA invailid semua engga ada yg bisa,2
2021-11-27 16:21:31,Ayu P,"Paling mudah, cocok buat pemula, ada edukasinya, ada komunitas telegramnya, adminnya fast respon, antarmukanya bagus bgt! The best 👍💯",5
2021-11-27 16:19:36,Ari Bumaipr,Okkk,5
2021-11-27 16:15:39,Noorman Sagara,Mantap,5
2021-11-27 15:45:53,deni meila,Juosss,5
2021-11-27 15:29:46,Renata Yulita,"Enak nya di Pintu itu saldo top up cepet masuknya penarikannya jg lancar gk ada hitungan menit, gk kayak aplikasi sebelah🙏",5
2021-11-27 15:10:05,guntur rano putra,No comment,4
2021-11-27 15:08:20,Agus Deni,Mantap,5
2021-11-27 14:59:00,Rendi sampit,Kapan ya aku bisa dapet saldo Gratis dari pintu😔,4
2021-11-27 14:39:43,Febri Tamara,"Terimakasih pintu , semoga slalu menjadi yang terbaik ya ..",5
2021-11-27 13:54:06,Amir Mahmud,"gk dpt saldo PTU NYA,,KLO dpt sy naikn bintang ny",3
2021-11-27 13:35:31,Arif Setiawan,Aplikasi cuan. Mantap,5
2021-11-27 13:13:09,pak dung plung,Great apps,5
2021-11-27 12:54:04,Agus Bule,cakepppp,5
2021-11-27 12:52:34,Abdul Azis,Bagus Tingkatkan Lagi,5
2021-11-27 12:47:13,Google Member,Input Kode reff OPTIONAL,5
2021-11-27 12:44:53,Wawan Setiawan,Mantap,5
2021-11-27 12:44:16,belumadajudul,Respon 24 jam tapi saya... Komplain tanggapan hanya 1 kali.... Penarikan di tahan gak di refund bagaimana ini,5
2021-11-27 12:35:00,Ronald,"mudah, cepat dan aman 👍🚀",5
2021-11-27 12:18:28,Ijaz Alfumaulana,Bermanfaat .good luck pintuuu,5
2021-11-27 12:18:13,Aristoteles Gama,"B coinnya lama naik malah turn terus jadi merugi,setiap kali trading ga pernah berhasil",3
2021-11-27 12:05:42,Ajid Muhammad,Sangat bagus,5
2021-11-27 11:51:13,Hendry Hendry,Mantap banget,5
2021-11-27 11:45:45,Muhammad Faizal,Bagus,5
2021-11-27 11:44:56,H5S / HSS,Saving Dana Crypto... Semoga semakin baik kedepannya..👍👍,5
2021-11-27 11:31:51,Erick nurdiansyah,saya sudah Kirim email perihal riset GAuth dengan syarat foto selfie dengan identitas namun belom ada respon sama sekali,3
2021-11-27 11:30:52,ADE NORMANSYAH,woyy pintu kenapa saya mengirim aset tidak masuk,1
2021-11-27 11:30:24,Imam Khoirul Roziqin,Aplikasi mantap. Gak nyesel ikut pintu,5
2021-11-27 11:24:30,Rozzy Prasiwi19,Best,5
2021-11-27 11:23:15,adam suma,Sangat bagus,5
2021-11-27 11:15:18,Willyamsyah Saputra,Buat menu staking dong,5
2021-11-27 11:05:05,eavik ziip,Aplikasinya terlalu berat... Masukan . segera luncurkan versi lite saja biar trading nya nyaman dan enteng . mkasih,5
2021-11-27 11:03:54,Aw tv,Ga ribet pokonya sangat membantu di masa seperti ini,5
2021-11-27 11:01:39,Nonii P Anggreani,Ok,5
2021-11-27 10:52:31,Muhammad Rohman Ghofiri,Eror login??? Why?,5
2021-11-27 10:36:16,Muhamad Arfandi,Mantap aplikasinya,5
2021-11-27 10:27:57,Elsa ulan Dari,"Aplikasi bagus,banyak reward rewardnya",5
2021-11-27 10:24:04,Made Lanang,Verivikasi gogel lama,2
2021-11-27 10:20:47,Ari Kusumo,Good,5
2021-11-27 10:14:59,KHARISMA official,Buset,5
2021-11-27 10:10:55,Wawan Setia Budi,"beli dan jual asset crypto jadi mudah, simpel, dan nyaman. sayang dong dark.mode nya terlalu hitam legam. sakit dimata, musti ada lebih ruster.abu-abunya dong",5
2021-11-27 9:53:09,Sultan Falatehan,"Aplikasi investasi crypto yang bagus untuk pemula, tapi untuk spread sama fee WD memang agak besar ya itu aja minusnya. Tapi tolong tambahkan lagi berbagai koin cryptonya agar lebih bervariasi dalam investasinya",5
2021-11-27 9:51:00,Yofi Kurnia,Mantap aplikasinya,5
2021-11-27 9:48:23,Ahmad zaelani,Susah berkembang lah bos. kalo kirim dan terima aset hanya ke sesama pengguna pintu. !!!!!,1
2021-11-27 9:45:55,Berto Jaya,Anjir guwe dah selesai kyc malah mau masuk ga bisa2..loding Mulu ga bisa2.tolong pihak pintu mohon saya diberi akses,1
2021-11-27 9:44:50,Ariyadi Purwo Saputro,Is the best,5
2021-11-27 9:40:41,Hary Sapt,t g,1
2021-11-27 9:20:28,Oki Ramdan,Ok,5
2021-11-27 9:12:02,Iis Ismaro,"GK punya modal, tpi pintu bermasyarakat banget. Orang kaya aku ja bisa ikutan. Terima kasih pintu.",5
2021-11-27 9:11:51,Mujizat Setiawan,Payah...gak menguntungkan..padahl beli oas harga trun...gliran harga naik gak dot untung..,2
2021-11-27 9:00:13,Siti Lindiani,Mantapp lah aplikasi nya,5
2021-11-27 8:58:53,Sani Mutiara,Mudah2an berjodoh.....aaammmiiiiinnnnnn......Wt lahiran.....,5
2021-11-27 8:55:56,Endi Nurjaman,Belum bisa transfer ke wallet lain mohon di-update lagi kalau bisa saya tambahin 1 bintang lagi,4
2021-11-27 8:53:23,Ini Toto,Mantap nih aplikasi.. Kalo ada 10 bintang aku kasih dah,5
2021-11-27 8:52:06,Ryan Ramadhan,Thank pinfu,5
2021-11-27 8:50:45,kitatommo ces,Mantap,5
2021-11-27 8:45:13,RIGEN SURYATMI,Aplikasi anak bangsa yang patut diacungi jempol. Tidak kalah dengan aplikasi lain buatan luar. Yang belum download buruan download dong..... ayo... ayo... Terimakasih Pintu atas bonus-bonusnya🙏🙏 Semoga tambah sukses kedepannya👍👍👍👍👍,5
2021-11-27 8:40:32,umi sela,Sangat mmbantu 🥰,3
2021-11-27 8:39:09,zulham bacan,Good,5
2021-11-27 8:31:30,alim Liat,Mantapp,5
2021-11-27 8:31:08,Dimas Maulana,makasih untuk 1 PTU nya,5
2021-11-27 8:25:50,Tasim Man,Mantap..,4
2021-11-27 8:18:25,haha haha,BAPAR bagus parah pokoknya mah,5
2021-11-27 8:16:42,Ardewa Doang,Good,5
2021-11-27 8:16:29,Rahmat Dewisetya,SEGERA LISTING KOIN SHIBA INU DONG. MASA KOIN SEMERIAH INI KOK DI PINTU GAK ADA! EMANG KALIAN KEMANA AJA,2
2021-11-27 8:12:35,Nur Halimah,"Buruan aktifkan pintu pakai referal 👉 @cakyono85 Langsung dapatkan bonus anda,,,",5
2021-11-27 8:05:27,Marselino Latuserimala,Manatap,4
2021-11-27 8:03:13,Hadye Rezfactor,Josss apknya... gasssss brooo,5
2021-11-27 8:02:16,Yaya Sunarya,"Apk pintu,mudah di pahami buat pemula seperti saya,terimakasih pintu...semoga kedepannya bisa menjadi apk yg lebih baik lagi 🙏",5
2021-11-27 7:59:51,TOTO rachman - chanel.,"Tak banyak komentar, T O P. Jangan lupa klo daftar ini referalnya, TRACH458 pasti dapat bonus dari PINTU.",5
2021-11-27 7:58:23,Tri Suwoyo,Solusi no hpe yg sudah tidak aktif dong email kga di bales bales.,5
2021-11-27 7:52:09,Bayu Rasa ginanjar,Tolong lah penarikan ke rekening knpa ga masuk2 biasanya cpt .. cs ga ada yg respon di chat jg .. perbaiki dlu layanan baru bintang 5 lg,1
2021-11-27 7:44:01,Arya Tzy,Nice,5
2021-11-27 7:42:51,Yusuf Marjo.natonis,Apk teraman dan terpercaya.. kerja simpel auto Sultan...,5
2021-11-27 7:39:23,Anafar chanel,"mantap aplikasinya pencairan cepat rekomendasi cuman harus pandai melihat peluang investasi nya jos....,👉👌💪😁😎",5
2021-11-27 7:31:42,Valdini Lowing,"makase pintu so kase blajar pa torang, untuk kedepannya lebih baik lagi dan juga daftar mata uang crypto bisa di tambah lagi🙏👍👍👍",5
2021-11-27 7:31:20,raharjo artiono,Mantap ⭐⭐⭐⭐⭐,5
2021-11-27 7:30:54,sakila alzena,Asli banyak bonusnya,5
2021-11-27 7:23:44,Akkas Husain,Thanks udah kasih koin PTU ya Dev 😁😁,5
2021-11-27 7:21:27,Fahri Albaar,Mantap... Gooood,5
2021-11-27 7:18:59,Kim Alfatih,Ok,3
2021-11-27 7:12:39,Rudy Sofyan,"Aplikasi Mantap Buat Investor Crypto Pemula, Yang Belum Download Wajib Banget Download😁",5
2021-11-27 7:12:30,Bejam Siphal,Suka banget sama pintu,5
2021-11-27 7:09:37,rOoy #19,kenapa lama banget sih proses WD nya? aduhh,2
2021-11-27 7:08:29,Victor Harpri,Easy to use for keep a money,5
2021-11-27 7:05:40,Jangkrik Boss,"aplikasi ribet, buka lemot, masuk susah, google authenticator invalid terus gimana sih lu bro, sebenernya bisa buat aplikasi gak sih, anjiirrr buang buang waktu bgsat",1
2021-11-27 7:05:39,GHAS Galery Helm Andra Sport,"Kok saya mau log Dgn email sdh bener dan sandi pun uda bener tapi, gilaran uda masukin OTP malah di suruh nnggu 2 jam??? Woii itu cuma konfirmasi j loh kok lama bener... Terus tiap minta kode OTP bru tetap gt heran???!!!",1
2021-11-27 7:01:16,Mu mu,Bikin mudah,5
2021-11-27 7:00:46,De Bayor,Mantapp,4
2021-11-27 6:51:52,Kunfayakun Insyaallah,Di grup lagi rame reward PTU kenapa saya tidak dapat? Harus rata dong,1
2021-11-27 6:47:05,Ikah Wartikah,Mantap,5
2021-11-27 6:44:02,Fazjeriani Wijaya,Saya coba,5
2021-11-27 6:41:59,cinta loren,sebenarnya bagus tapi yg kita mau bukan imbalan reward2.tapi perbanyak pilihan koin dan yg belum ada di market idx/tokcryp.pasti sy akan pindahkan asset sy ke pintu semua!!!!terimakasih dan jadilah ciri khas pembeda untuk munculkan koin baru,3
2021-11-27 6:41:55,Apri Satria,"buat kalian akun nya bermasalah hati2 ,csnya selow respond",1
2021-11-27 6:36:39,Logis Prayogi,Muda mudahan aman,5
2021-11-27 6:24:44,ArGaming 27,Wah bagus ne aplikasi rekomendasi... Ayo bergabung !!! Referal saya @argame27,5
2021-11-27 6:24:04,irfan hadi,. Als,3
2021-11-27 6:16:57,Wszeney Simangunsong99,Cs nya sangat slow respon dan tidak ramah sekali😡😡😡😡😡,1
2021-11-27 6:13:30,Een Monica,Ajg.grub gue pada dapet PTU..gua 3akun gak dapet ngehe.ganti aja pak nya ..jadi PINTU W.C UMUM,1
2021-11-27 6:08:11,Christian New,Cara mudah berinvestasi... terima kasih,5
2021-11-27 6:08:03,Siti Nukumaha,Maaf saya kasih bintang 1 karena btc saya ko masih kosong🙏🙏🙏,1
2021-11-27 6:02:28,Hans Saputra,Mantep,5
2021-11-27 5:57:41,Imam Fauzi,Mantap,5
2021-11-27 5:57:37,Ricky Aprian,Very Good,5
2021-11-27 5:55:38,Heri Setiawan,Mohon untuk aset crypto nya di tamban lagi donk min,4
2021-11-27 5:50:22,Dadang Sugandi,Mantap ini aplikasi..cuan terus menerus,5
